year,location,team,score,penalties,tries,conversions,dropgoals,territory%,possession%,22entries,points_scored_per_entry,scrums,scrums_won%,lineouts,lineouts_won%,restarts_received,restarts_won%,passes,carries,metres_after_contact,linebreaks,to_won,to_lost,penalties_won,yellow_cards,red_cards,tackles_made,tackles_missed,tackle_success_rate%,kicks,kick_ratio,opp_location,opp_team,opp_score,opp_penalties,opp_tries,opp_conversions,opp_dropgoals,opp_territory%,opp_possession%,opp_22entries,opp_points_scored_per_entry,opp_scrums,opp_scrums_won%,opp_lineouts,opp_lineouts_won%,opp_restarts_received,opp_restarts_won%,opp_passes,opp_carries,opp_metres_after_contact,opp_linebreaks,opp_to_won,opp_to_lost,opp_penalties_won,opp_yellow_cards,opp_red_cards,opp_tackles_made,opp_tackles_missed,opp_tackle_success_rate%,opp_kicks,opp_kick_ratio
2019,home,Scotland,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,away,Wales,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,away,Wales,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,home,Scotland,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,home,England,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,away,Italy,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,away,Italy,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,home,England,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,home,Ireland,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,away,France,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,away,France,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,home,Ireland,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,home,Italy,14,0,1,0,0,,,,,4,57,20,0,6,0,145,118,437,7,7,12,12,,,77,10,0,28,19.231,away,France,17,0,3,2,1,,,,,4,67,12,0,7,14,75,64,229,3,8,8,5,,,137,11,0,30,40
2019,away,France,17,0,3,2,1,,,,,4,67,12,0,7,14,75,64,229,3,8,8,5,,,137,11,0,30,40,home,Italy,14,0,1,0,0,,,,,4,57,20,0,6,0,145,118,437,7,7,12,12,,,77,10,0,28,19.231
2019,home,Wales,25,0,1,1,0,,,,,8,44,12,0,7,0,63,47,155,3,10,9,10,,,135,9,0,26,41.667,away,Ireland,0,0,1,1,0,,,,,2,40,17,0,1,0,123,95,247,0,8,12,11,,,71,4,0,18,14.706
2019,away,Ireland,0,0,1,1,0,,,,,2,40,17,0,1,0,123,95,247,0,8,12,11,,,71,4,0,18,14.706,home,Wales,25,0,1,1,0,,,,,8,44,12,0,7,0,63,47,155,3,10,9,10,,,135,9,0,26,41.667
2019,home,England,38,0,5,5,0,,,,,0,0,14,0,6,0,154,131,578,16,10,16,6,,,75,13,0,29,18.868,away,Scotland,38,0,6,4,0,,,,,7,64,9,0,8,0,119,83,640,11,15,10,5,,,137,26,0,34,28.571
2019,away,Scotland,38,0,6,4,0,,,,,7,64,9,0,8,0,119,83,640,11,15,10,5,,,137,26,0,34,28.571,home,England,38,0,5,5,0,,,,,0,0,14,0,6,0,154,131,578,16,10,16,6,,,75,13,0,29,18.868
2020,home,Wales,35,0,5,4,0,,1,,,6,67,14,0,8,0,163,108,416,10,13,18,10,,,182,21,0,27,16.667,away,Italy,0,0,0,0,0,,0,,,6,67,13,0,1,0,191,126,364,3,6,17,8,,,120,24,0,18,9.434
2020,away,Italy,0,0,0,0,0,,0,,,6,67,13,0,1,0,191,126,364,3,6,17,8,,,120,24,0,18,9.434,home,Wales,35,0,5,4,0,,1,,,6,67,14,0,8,0,163,108,416,10,13,18,10,,,182,21,0,27,16.667
2020,home,Ireland,19,0,1,1,0,,1,,,2,50,11,0,7,0,136,134,367,5,10,12,14,,,164,24,0,20,14.706,away,Scotland,12,0,0,0,0,,0,,,5,71,11,0,6,0,134,125,384,3,12,11,9,,,189,19,0,16,11.905
2020,away,Scotland,12,0,0,0,0,,0,,,5,71,11,0,6,0,134,125,384,3,12,11,9,,,189,19,0,16,11.905,home,Ireland,19,0,1,1,0,,1,,,2,50,11,0,7,0,136,134,367,5,10,12,14,,,164,24,0,20,14.706
2020,home,France,24,0,3,3,0,,0,,,5,71,20,0,5,0,66,90,259,4,12,17,5,,,179,20,0,36,55.556,away,England,14,0,2,2,0,,1,,,9,75,18,0,3,0,149,126,206,5,16,23,9,,,100,28,0,32,21.277
2020,away,England,14,0,2,2,0,,1,,,9,75,18,0,3,0,149,126,206,5,16,23,9,,,100,28,0,32,21.277,home,France,24,0,3,3,0,,0,,,5,71,20,0,5,0,66,90,259,4,12,17,5,,,179,20,0,36,55.556
2020,home,Ireland,24,0,4,2,0,,1,,,7,88,10,0,5,0,157,139,276,6,10,13,8,,,164,14,0,22,14.085,away,Wales,7,0,2,2,0,,0,,,6,50,18,0,2,0,148,110,279,3,4,15,11,,,158,22,0,17,11.494
2020,away,Wales,7,0,2,2,0,,0,,,6,50,18,0,2,0,148,110,279,3,4,15,11,,,158,22,0,17,11.494,home,Ireland,24,0,4,2,0,,1,,,7,88,10,0,5,0,157,139,276,6,10,13,8,,,164,14,0,22,14.085
2020,home,Scotland,6,0,0,0,0,,1,,,2,67,18,0,5,0,79,98,200,5,2,29,6,,,84,4,0,31,40,away,England,13,0,1,1,0,,0,,,8,67,12,0,8,0,66,61,95,3,10,8,8,,,140,19,0,48,71.429
2020,away,England,13,0,1,1,0,,0,,,8,67,12,0,8,0,66,61,95,3,10,8,8,,,140,19,0,48,71.429,home,Scotland,6,0,0,0,0,,1,,,2,67,18,0,5,0,79,98,200,5,2,29,6,,,84,4,0,31,40
2020,home,France,35,0,5,2,0,,0,,,2,100,15,0,10,0,116,118,287,9,11,11,10,,,170,28,0,26,22.222,away,Italy,22,0,3,2,0,,1,,,5,83,9,0,6,0,150,150,262,4,6,22,10,,,134,18,0,22,14.706
2020,away,Italy,22,0,3,2,0,,1,,,5,83,9,0,6,0,150,150,262,4,6,22,10,,,134,18,0,22,14.706,home,France,35,0,5,2,0,,0,,,2,100,15,0,10,0,116,118,287,9,11,11,10,,,170,28,0,26,22.222
2020,home,Italy,0,0,0,0,0,,0,,,6,60,14,0,2,0,147,113,267,12,8,19,10,,,181,31,0,17,11.628,away,Scotland,17,0,3,1,0,,1,,,3,60,14,0,4,0,160,118,225,11,6,20,8,,,166,21,0,30,18.868
2020,away,Scotland,17,0,3,1,0,,1,,,3,60,14,0,4,0,160,118,225,11,6,20,8,,,166,21,0,30,18.868,home,Italy,0,0,0,0,0,,0,,,6,60,14,0,2,0,147,113,267,12,8,19,10,,,181,31,0,17,11.628
2020,home,Wales,23,0,2,2,0,,1,,,9,69,13,0,7,0,181,144,277,19,3,17,12,,,114,17,0,37,20.408,away,France,27,0,3,3,0,,0,,,3,100,10,0,8,13,96,78,314,10,6,9,7,,,168,25,0,40,41.667
2020,away,France,27,0,3,3,0,,0,,,3,100,10,0,8,13,96,78,314,10,6,9,7,,,168,25,0,40,41.667,home,Wales,23,0,2,2,0,,1,,,9,69,13,0,7,0,181,144,277,19,3,17,12,,,114,17,0,37,20.408
2020,home,England,24,0,3,3,0,,0,,,4,57,11,0,6,0,123,84,211,3,4,12,7,,,178,18,0,23,18.868,away,Ireland,5,0,2,1,0,,1,,,8,57,16,0,3,0,141,124,221,4,4,15,12,,,110,10,0,16,11.364
2020,away,Ireland,5,0,2,1,0,,1,,,8,57,16,0,3,0,141,124,221,4,4,15,12,,,110,10,0,16,11.364,home,England,24,0,3,3,0,,0,,,4,57,11,0,6,0,123,84,211,3,4,12,7,,,178,18,0,23,18.868
2020,home,England,33,0,3,3,0,,0,,,5,63,6,0,8,13,101,81,209,9,6,12,9,,,203,23,0,40,40,away,Wales,23,0,3,3,0,,1,,,4,50,15,0,5,0,229,178,340,8,7,18,17,,,115,14,0,35,15.385
2020,away,Wales,23,0,3,3,0,,1,,,4,50,15,0,5,0,229,178,340,8,7,18,17,,,115,14,0,35,15.385,home,England,33,0,3,3,0,,0,,,5,63,6,0,8,13,101,81,209,9,6,12,9,,,203,23,0,40,40
2020,home,Scotland,28,0,3,2,0,,0,,,10,77,12,0,6,0,87,83,230,6,11,19,12,,,164,22,0,27,31.25,away,France,17,0,2,2,0,,1,,,4,67,13,0,5,0,121,125,275,6,10,24,11,,,63,14,0,22,18.182
2020,away,France,17,0,2,2,0,,1,,,4,67,13,0,5,0,121,125,275,6,10,24,11,,,63,14,0,22,18.182,home,Scotland,28,0,3,2,0,,0,,,10,77,12,0,6,0,87,83,230,6,11,19,12,,,164,22,0,27,31.25
2020,home,Ireland,50,0,7,6,0,,1,5,5,4,100,10,0,9,0,159,113,260,6,13,12,10,,,113,12,90,26,16.393,away,Italy,15,0,2,2,0,,0,5,3.4,4,57,19,0,3,0,130,100,279,2,7,13,8,,,127,20,86,21,16.129
2020,away,Italy,15,0,2,2,0,,0,5,3.4,4,57,19,0,3,0,130,100,279,2,7,13,8,,,127,20,86,21,16.129,home,Ireland,50,0,7,6,0,,1,5,5,4,100,10,0,9,0,159,113,260,6,13,12,10,,,113,12,90,26,16.393
2020,home,Wales,10,0,1,1,0,,0,3.3,3.3,9,82,11,0,3,0,101,79,157,1,9,13,6,,,149,13,92,28,27.778,away,Scotland,14,0,1,0,0,,1,8,1.8,5,45,15,0,4,0,148,109,142,3,5,20,16,,,97,10,91,15,10.101
2020,away,Scotland,14,0,1,0,0,,1,8,1.8,5,45,15,0,4,0,148,109,142,3,5,20,16,,,97,10,91,15,10.101,home,Wales,10,0,1,1,0,,0,3.3,3.3,9,82,11,0,3,0,101,79,157,1,9,13,6,,,149,13,92,28,27.778
2020,home,Italy,5,0,1,0,0,,0,1,1,3,38,19,0,2,0,92,67,90,1,5,21,13,,,126,10,93,27,29.412,away,England,34,0,5,3,0,,1,8,4.3,11,73,14,0,8,0,101,84,160,3,10,14,13,,,90,12,88,43,43.478
2020,away,England,34,0,5,3,0,,1,8,4.3,11,73,14,0,8,0,101,84,160,3,10,14,13,,,90,12,88,43,43.478,home,Italy,5,0,1,0,0,,0,1,1,3,38,19,0,2,0,92,67,90,1,5,21,13,,,126,10,93,27,29.412
2020,home,France,33,0,4,2,0,,0,11.7,11.7,5,71,7,0,9,0,102,90,227,2,6,18,7,,,149,19,89,32,31.25,away,Ireland,25,0,3,3,0,,1,9,3,10,100,17,0,6,0,161,123,278,2,7,18,14,,,121,17,88,24,14.925
2020,away,Ireland,25,0,3,3,0,,1,9,3,10,100,17,0,6,0,161,123,278,2,7,18,14,,,121,17,88,24,14.925,home,France,33,0,4,2,0,,0,11.7,11.7,5,71,7,0,9,0,102,90,227,2,6,18,7,,,149,19,89,32,31.25
2023,home,Wales,10,1,1,1,0,48,48,0.9,0.9,4,75,13,77,2,100,177,140,295,6,5,14,13,1,0,184,33,85,25,14.085,away,Ireland,34,2,4,4,0,52,52,9,3.4,9,67,15,100,7,86,154,133,334,6,9,8,15,0,0,155,17,90,29,18.868
2023,away,Ireland,34,2,4,4,0,52,52,9,3.4,9,67,15,100,7,86,154,133,334,6,9,8,15,0,0,155,17,90,29,18.868,home,Wales,10,1,1,1,0,48,48,0.9,0.9,4,75,13,77,2,100,177,140,295,6,5,14,13,1,0,184,33,85,25,14.085
2023,home,England,23,2,3,1,0,68,57,2,2,2,100,16,88,5,67,207,178,380,2,2,9,9,0,0,101,25,80,37,17.857,away,Scotland,29,1,4,3,0,32,43,7,4.1,7,71,10,100,6,100,126,108,226,6,4,11,10,0,0,214,22,91,42,33.333
2023,away,Scotland,29,1,4,3,0,32,43,7,4.1,7,71,10,100,6,100,126,108,226,6,4,11,10,0,0,214,22,91,42,33.333,home,England,23,2,3,1,0,68,57,2,2,2,100,16,88,5,67,207,178,380,2,2,9,9,0,0,101,25,80,37,17.857
2023,home,Italy,24,4,2,0,0,40,56,1.5,1.5,6,83,22,91,7,86,202,147,288,3,6,12,18,0,0,122,37,77,26,12.821,away,France,29,1,4,3,0,60,44,12,2.1,2,100,9,78,8,100,135,107,282,6,5,12,7,1,0,169,18,90,25,18.519
2023,away,France,29,1,4,3,0,60,44,12,2.1,2,100,9,78,8,100,135,107,282,6,5,12,7,1,0,169,18,90,25,18.519,home,Italy,24,4,2,0,0,40,56,1.5,1.5,6,83,22,91,7,86,202,147,288,3,6,12,18,0,0,122,37,77,26,12.821
2023,home,Ireland,32,2,4,3,0,61,54,2.4,2.4,4,100,11,73,6,100,222,178,417,7,4,10,7,0,0,139,38,79,39,17.544,away,France,19,3,1,1,1,39,46,7,1.4,1,100,10,90,7,100,180,136,377,6,4,14,8,1,0,235,23,91,37,20.408
2023,away,France,19,3,1,1,1,39,46,7,1.4,1,100,10,90,7,100,180,136,377,6,4,14,8,1,0,235,23,91,37,20.408,home,Ireland,32,2,4,3,0,61,54,2.4,2.4,4,100,11,73,6,100,222,178,417,7,4,10,7,0,0,139,38,79,39,17.544
2023,home,Scotland,35,2,5,2,0,38,50,4,4,5,40,20,95,8,87,157,114,329,10,7,9,17,1,0,166,11,94,30,19.231,away,Wales,7,0,1,1,0,62,50,13,0.5,3,100,14,79,3,100,182,129,227,1,7,10,11,2,0,135,34,80,25,13.699
2023,away,Wales,7,0,1,1,0,62,50,13,0.5,3,100,14,79,3,100,182,129,227,1,7,10,11,2,0,135,34,80,25,13.699,home,Scotland,35,2,5,2,0,38,50,4,4,5,40,20,95,8,87,157,114,329,10,7,9,17,1,0,166,11,94,30,19.231
2023,home,England,31,0,5,2,0,56,48,1.8,1.8,9,78,21,100,6,100,129,96,266,4,7,15,14,0,0,171,41,81,30,23.256,away,Italy,14,0,2,2,0,44,52,6,2.3,9,67,14,100,3,67,199,146,428,6,4,13,7,2,0,125,21,86,23,11.494
2023,away,Italy,14,0,2,2,0,44,52,6,2.3,9,67,14,100,3,67,199,146,428,6,4,13,7,2,0,125,21,86,23,11.494,home,England,31,0,5,2,0,56,48,1.8,1.8,9,78,21,100,6,100,129,96,266,4,7,15,14,0,0,171,41,81,30,23.256
2023,home,Italy,20,2,2,2,0,38,50,1.5,1.5,8,88,14,93,5,100,188,108,273,6,5,16,10,0,0,171,18,90,19,10.101,away,Ireland,34,1,5,3,0,62,50,12,2.5,5,80,12,92,7,87,186,134,337,9,8,13,10,0,0,117,24,83,23,12.346
2023,away,Ireland,34,1,5,3,0,62,50,12,2.5,5,80,12,92,7,87,186,134,337,9,8,13,10,0,0,117,24,83,23,12.346,home,Italy,20,2,2,2,0,38,50,1.5,1.5,8,88,14,93,5,100,188,108,273,6,5,16,10,0,0,171,18,90,19,10.101
2023,home,Wales,10,1,1,1,0,45,51,1.7,1.7,11,55,9,89,3,100,172,126,308,4,8,9,6,0,0,163,16,91,34,19.608,away,England,20,1,3,1,0,56,49,8,2.1,8,75,5,80,6,100,146,125,238,8,7,21,9,0,0,172,18,91,38,26.316
2023,away,England,20,1,3,1,0,56,49,8,2.1,8,75,5,80,6,100,146,125,238,8,7,21,9,0,0,172,18,91,38,26.316,home,Wales,10,1,1,1,0,45,51,1.7,1.7,11,55,9,89,3,100,172,126,308,4,8,9,6,0,0,163,16,91,34,19.608
2023,home,France,32,2,4,3,0,45,45,2.4,2.4,7,86,13,92,7,100,105,98,183,7,3,7,9,0,1,151,20,88,26,25,away,Scotland,21,0,3,3,0,55,55,11,1.9,5,80,18,89,5,100,177,123,286,3,6,17,10,0,1,125,22,85,20,11.236
2023,away,Scotland,21,0,3,3,0,55,55,11,1.9,5,80,18,89,5,100,177,123,286,3,6,17,10,0,1,125,22,85,20,11.236,home,France,32,2,4,3,0,45,45,2.4,2.4,7,86,13,92,7,100,105,98,183,7,3,7,9,0,1,151,20,88,26,25
2023,home,Italy,17,1,2,2,0,48,55,1.5,1.5,11,82,15,80,4,100,182,119,430,11,3,15,14,2,0,77,13,86,20,10.989,away,Wales,29,1,4,2,0,52,45,12,1.8,6,67,16,88,7,100,89,69,164,4,3,11,13,0,0,127,38,77,36,40
2023,away,Wales,29,1,4,2,0,52,45,12,1.8,6,67,16,88,7,100,89,69,164,4,3,11,13,0,0,127,38,77,36,40,home,Italy,17,1,2,2,0,48,55,1.5,1.5,11,82,15,80,4,100,182,119,430,11,3,15,14,2,0,77,13,86,20,10.989
2023,home,England,10,1,1,1,0,56,53,1,1,5,100,13,100,3,100,145,111,324,1,7,18,12,0,0,115,27,81,32,22.222,away,France,53,2,7,6,0,44,47,12,4.1,9,44,14,86,10,90,105,108,367,9,3,15,11,0,0,124,20,86,42,40
2023,away,France,53,2,7,6,0,44,47,12,4.1,9,44,14,86,10,90,105,108,367,9,3,15,11,0,0,124,20,86,42,40,home,England,10,1,1,1,0,56,53,1,1,5,100,13,100,3,100,145,111,324,1,7,18,12,0,0,115,27,81,32,22.222
2023,home,Scotland,7,0,1,1,0,42,49,1.1,1.1,8,88,11,64,2,100,201,122,344,2,3,15,6,0,0,161,11,94,19,9.434,away,Ireland,22,1,3,2,0,58,51,9,2.4,6,50,18,78,5,100,175,123,314,7,9,13,10,0,0,154,27,85,28,15.873
2023,away,Ireland,22,1,3,2,0,58,51,9,2.4,6,50,18,78,5,100,175,123,314,7,9,13,10,0,0,154,27,85,28,15.873,home,Scotland,7,0,1,1,0,42,49,1.1,1.1,8,88,11,64,2,100,201,122,344,2,3,15,6,0,0,161,11,94,19,9.434
2023,home,Scotland,26,0,4,3,0,54,53,2.8,2.8,8,88,9,67,4,100,196,153,245,5,5,8,10,0,0,165,9,95,18,9.174,away,Italy,14,3,1,0,0,46,47,9,0.8,5,60,15,80,6,100,210,129,80,3,4,16,15,1,0,195,35,85,19,9.009
2023,away,Italy,14,3,1,0,0,46,47,9,0.8,5,60,15,80,6,100,210,129,80,3,4,16,15,1,0,195,35,85,19,9.009,home,Scotland,26,0,4,3,0,54,53,2.8,2.8,8,88,9,67,4,100,196,153,245,5,5,8,10,0,0,165,9,95,18,9.174
2023,home,France,41,2,5,5,0,49,46,4.7,4.7,5,100,10,90,8,90,119,107,168,6,6,12,8,0,0,141,20,88,26,21.739,away,Wales,28,0,4,4,0,51,54,10,2.8,7,71,15,93,4,100,167,128,105,4,4,13,6,0,0,133,20,87,26,15.625
2023,away,Wales,28,0,4,4,0,51,54,10,2.8,7,71,15,93,4,100,167,128,105,4,4,13,6,0,0,133,20,87,26,15.625,home,France,41,2,5,5,0,49,46,4.7,4.7,5,100,10,90,8,90,119,107,168,6,6,12,8,0,0,141,20,88,26,21.739
2023,home,Ireland,29,1,4,3,0,48,53,2.6,2.6,5,80,14,86,6,86,172,128,368,10,7,19,13,0,0,139,15,90,34,19.608,away,England,16,3,1,1,0,53,47,6,1.6,9,67,11,82,5,80,126,104,213,1,6,11,7,1,1,147,34,81,33,26.316
2023,away,England,16,3,1,1,0,53,47,6,1.6,9,67,11,82,5,80,126,104,213,1,6,11,7,1,1,147,34,81,33,26.316,home,Ireland,29,1,4,3,0,48,53,2.6,2.6,5,80,14,86,6,86,172,128,368,10,7,19,13,0,0,139,15,90,34,19.608
